Title,LiveUrl,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Sum of Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels,MSAuthor,GitHubAuthor
Configure Business Central for Excel and Power BI,https://docs.microsoft.com/en-us/learn/modules/configure-powerbi-excel-dynamics-365-business-central/,8,"1,059","5,940",36.27%,751,136,135,,130.4602778,14.79700693,61,4.666666667,3,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Configure business integration,https://docs.microsoft.com/en-us/learn/modules/configure-business-integration/,7,48,468,80.95%,42,17,21,1,1.911111111,4.777777778,21,5,2,,,azure;azure-iot-central,developer,intermediate,cahowd,wwlpublish
Configure cash and bank management in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/modules/configure-cash-bank-management-dyn365-finance/,12,965,"6,302",17.54%,653,57,49,1,169.4191667,21.13336798,99,5,1,,,dynamics-365;dynamics-finance;dynamics-finance-operations,functional-consultant,intermediate,cstorega,cstorega
Configure chart of accounts in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/modules/configure-chart-accounts-dyn365-finance/,21,"1,986","24,889",20.70%,"1,435",148,145,2,631.6580556,38.2823064,137,4.444444444,9,,,dynamics-365;dynamics-finance;dynamics-finance-operations,functional-consultant,intermediate,cstorega,cstorega
Configure client connectivity to Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/configure-client-connectivity-to-microsoft-365/,8,632,"5,072",77.49%,542,210,242,,96.46194444,18.31555907,28,5,9,,,azure-active-directory;m365;office-365,administrator;solution-architect;technology-manager,intermediate,tfrink,wwlpublish
Configure credit and collections in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/modules/configure-credit-collections-dyn365-finance/,10,533,"3,570",32.60%,362,59,55,,84.2125,18.99530075,88,5,1,,,dynamics-365;dynamics-finance;dynamics-finance-operations,functional-consultant,intermediate,cstorega,cstorega
Configure currencies in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/modules/configure-currencies-dyn365-finance/,6,"1,592","8,198",36.97%,"1,141",210,197,2,222.1911111,16.81143338,44,4.736842105,19,,,dynamics-365;dynamics-finance;dynamics-finance-operations,functional-consultant,intermediate,cstorega,cstorega
Configure custom connectors with authenticated APIs in Power Automate,https://docs.microsoft.com/en-us/learn/modules/configure-custom-connectors-api/,8,300,"1,252",41.77%,158,33,34,,19.79416667,7.917666667,33,,,,,power-platform;power-automate,maker;developer,intermediate,dbeasley,DaveBeasley
Configure data in Dynamics 365 model-driven apps,https://docs.microsoft.com/en-us/learn/modules/configure-data-dynamics-365-model-driven-apps/,8,580,"3,768",48.77%,408,99,91,,103.7286111,21.61012731,27,5,3,,,common-data-service;dynamics-365;dynamics-customer-service;dynamics-field-service;dynamics-marketing;dynamics-sales;power-automate;power-platform,administrator;business-analyst;business-user;developer;functional-consultant,beginner,anjenni,wwlpublish
Configure database authentication and authorization,https://docs.microsoft.com/en-us/learn/modules/configure-database-authentication-authorization/,10,"5,103","52,440",84.58%,"4,797","2,018","2,135",4,566.125,13.3415161,64,4.9,120,,,azure,administrator,intermediate,jupadrao,wwlpublish
Configure databases for performance,https://docs.microsoft.com/en-us/learn/modules/configure-databases-performance/,6,"4,460","31,782",91.72%,"4,064","1,850","2,149",2,226.4238889,6.103069781,24,4.887755102,98,,,azure;azure-sql-database;sql-server,data-analyst;data-engineer;database-administrator,intermediate,kadelane,wwlpublish
Configure depreciation books in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/configure-depreciation-books/,7,150,852,48.08%,104,25,23,,13.52916667,10.82333333,40,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Configure discrete manufacturing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/configure-discrete-manufacturing-dyn365-supply-chain-mgmt/,33,277,"5,146",36.27%,207,37,43,,64.37305556,28.19257908,332,4.75,4,,,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,functional-consultant,intermediate,cstorega,cstorega
Configure DLP policies for Microsoft Cloud App Security and Power Platform,https://docs.microsoft.com/en-us/learn/modules/create-configure-data-loss-prevention-policies/,7,"5,852","47,609",91.28%,"5,372","2,438","2,928",2,426.925,8.766427105,29,4.611111111,90,,,m365;m365-information-protection,auditor;ip-admin;risk-practitioner,intermediate,bneeb,wwlpublish
Configure Dynamics 365 Finance for public sector,https://docs.microsoft.com/en-us/learn/modules/configure-public-sector-dyn365-finance/,8,112,444,23.08%,52,6,6,,13.07916667,14.01339286,81,4,1,,,dynamics-365;dynamics-finance;dynamics-finance-operations,functional-consultant,intermediate,cstorega,cstorega
Configure electronic reporting in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/modules/configure-electronic-reporting-finance-operations/,6,"11,200","138,689",77.25%,"10,571","4,075","7,161",1,793.3247222,8.649733479,51,4.766233766,77,,,dynamics-365;dynamics-finance;dynamics-finance-operations,functional-consultant,intermediate,cstorega,cstorega
Configure enterprise-grade compliance in Microsoft Teams,https://docs.microsoft.com/en-us/learn/modules/m365-teams-enterprise-compliance/,7,50,194,100.00%,20,10,10,1,0.961111111,2.306666667,23,,,,,office-teams,administrator,intermediate,teleary,temanteleary
Configure enterprise-grade security in Microsoft Teams,https://docs.microsoft.com/en-us/learn/modules/m365-teams-enterprise-security/,6,82,280,47.83%,46,11,11,1,2.006666667,2.936585366,16,5,1,,,office-teams,administrator,intermediate,teleary,temanteleary
Configure exception and error handling in Power Automate for desktop,https://docs.microsoft.com/en-us/learn/modules/pad-exception-handling/,6,"2,073","8,280",28.22%,"1,320",186,177,,147.1927778,8.532914654,30,4.888888889,9,,,power-platform;power-automate,maker;developer;administrator;functional-consultant,intermediate,marleon,mariosleon
Configure exception and error handling in WinAutomation,https://docs.microsoft.com/en-us/learn/modules/exception-error-handling/,8,140,756,53.49%,86,23,24,,5.473055556,4.691190476,46,4.5,2,,,power-platform;power-automate,maker;developer;administrator;functional-consultant,intermediate,marleon,mariosleon
Configure ExpressRoute and Virtual WAN,https://docs.microsoft.com/en-us/learn/modules/configure-expressroute-virtual-wan/,8,"21,400","198,871",93.39%,"20,446","9,512","11,122",13,1658.471667,9.32249391,24,4.814220183,436,,,azure-expressroute,administrator,intermediate,cynthist,wwlpublish
Configure file and folder backups,https://docs.microsoft.com/en-us/learn/modules/configure-file-folder-backups/,8,"6,067","49,954",73.83%,"5,876","2,169","2,295",8,637.5991667,12.65077712,24,4.72,75,,,azure-backup,administrator,intermediate,cynthist,wwlpublish
Configure financial reports by using account schedules in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/configure-financial-reports-dynamics-365-business-central/,6,432,"2,060",27.14%,280,38,33,,34.10722222,9.474228395,37,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Configure fixed asset depreciations in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/configure-fixed-asset-depreciations/,4,152,698,65.45%,110,36,34,,11.80333333,9.318421053,26,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Configure fixed assets management in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/modules/configure-fixed-assets-mgmt-dyn365-finance/,12,643,"8,026",27.44%,533,73,67,,168.8455556,31.55991693,130,5,3,,,dynamics-365;dynamics-finance;dynamics-finance-operations,functional-consultant,intermediate,cstorega,cstorega
Configure fixed assets setup pages in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/configure-fixed-asset-setup-pages/,4,106,444,80.56%,72,29,25,,2.724166667,3.083962264,17,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate,kschimke,KevSch
Configure flow control in Power Automate for desktop,https://docs.microsoft.com/en-us/learn/modules/pad-flow-control/,4,735,"3,452",72.24%,564,203,205,,42.75083333,7.008333333,15,4.625,16,,,power-platform;power-automate,maker;developer;functional-consultant,beginner,marleon,mariosleon
Configure flow control in WinAutomation,https://docs.microsoft.com/en-us/learn/modules/flow-control/,4,86,270,84.00%,50,21,22,,1.984444444,2.768992248,19,4,1,,,power-platform;power-automate,maker;developer;functional-consultant,beginner,marleon,mariosleon
Configure for alerts and detections in Microsoft Defender for Endpoint,https://docs.microsoft.com/en-us/learn/modules/configure-settings-for-alerts-detections-microsoft-defender-for-endpoint/,8,"8,425","79,196",92.16%,"8,039","3,677","4,536",12,545.8925,7.794752499,36,4.795031056,161,,,m365,security-operations-analyst,intermediate,bneeb,wwlpublish
"Configure forms, charts, and dashboards in model driven apps",https://docs.microsoft.com/en-us/learn/modules/configure-model-driven-apps-customer-engagement-apps/,12,"12,540","156,048",77.07%,"11,345","4,367","4,846",,2018.3275,19.4038856,67,4.617161716,303,,,dynamics-365;power-platform,functional-consultant,intermediate,dbeasley,DaveBeasley
Configure lean manufacturing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/configure-lean-manufacturing-dyn365-supply-chain-mgmt/,8,249,"2,502",50.00%,199,49,50,1,58.48777778,28.53062331,90,5,1,,,dynamics-365;dynamics-scm;dynamics-finance-operations,functional-consultant,intermediate,cstorega,cstorega
Configure ledger allocations and accruals in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/modules/configure-ledger-allocations-accruals-dyn365-finance/,7,717,"4,422",38.26%,528,101,104,3,165.485,27.7349162,84,4.8,5,,,dynamics-365;dynamics-finance;dynamics-finance-operations,functional-consultant,intermediate,cstorega,cstorega
Configure ledgers and journals in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/modules/configure-ledgers-journals-dyn365-finance/,7,884,"5,912",42.11%,686,144,139,2,220.6111111,30.01511716,63,4.777777778,9,,,dynamics-365;dynamics-finance;dynamics-finance-operations,functional-consultant,intermediate,cstorega,cstorega
Configure letters of credit and guarantees in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/modules/configure-letters-credit-guarantees-dyn365-finance/,9,347,"2,546",34.11%,259,44,45,,69.72861111,24.18333333,59,5,1,,,dynamics-365;dynamics-finance;dynamics-finance-operations,functional-consultant,intermediate,cstorega,cstorega
Configure Log Analytics,https://docs.microsoft.com/en-us/learn/modules/configure-log-analytics/,9,"4,666","46,451",85.47%,"4,350","1,865","2,016",2,383.7797222,9.886982968,27,4.724137931,58,,,azure-log-analytics,administrator,intermediate,cynthist,wwlpublish
Configure message transport,https://docs.microsoft.com/en-us/learn/modules/configure-message-transport/,7,50,344,90.00%,40,18,21,,4.610555556,11.06533333,32,4,2,,,azure-active-directory;m365,administrator,intermediate,tfrink,wwlpublish
Configure Microsoft Cloud App Security cloud discovery,https://docs.microsoft.com/en-us/learn/modules/configure-microsoft-cloud-app-security-cloud-discovery/,7,198,"1,120",74.65%,142,53,57,,10.99972222,6.666498316,37,5,2,,,m365-ems-cloud-app-security,administrator,beginner,beccarobins,beccarobins
Configure Microsoft Cloud App Security initial settings,https://docs.microsoft.com/en-us/learn/modules/configure-microsoft-cloud-app-security-initial-settings/,6,213,"1,082",75.34%,147,55,59,,13.87361111,7.852987421,29,5,1,,,m365-ems-cloud-app-security,administrator,beginner,beccarobins,beccarobins
Configure Microsoft Dynamics 365 Field Service,https://docs.microsoft.com/en-us/learn/modules/implement-configure-microsoft-dynamics-365-for-field-service/,8,"1,024","6,376",26.89%,904,121,106,2,255.5005556,30.05888889,70,4.8,5,,,dynamics-365;dynamics-field-service,business-user;functional-consultant,intermediate,dbeasley,DaveBeasley
Configure Microsoft Teams meetings and calls for inclusion,https://docs.microsoft.com/en-us/learn/modules/m365-teams-accessibility/,7,404,"1,508",41.05%,192,39,35,,31.98722222,9.548424544,30,4.75,4,,,office-teams,administrator,beginner,teleary,temanteleary
Configure multi-region write in Azure Cosmos DB SQL API,https://docs.microsoft.com/en-us/learn/modules/configure-multi-region-write-azure-cosmos-db-sql-api/,8,,,,,,,,,,41,,,,,azure-cosmos-db,developer,intermediate,calopez,wwlpublish
Configure network routing and endpoints,https://docs.microsoft.com/en-us/learn/modules/configure-network-routing-endpoints/,9,"21,290","223,323",93.35%,"20,411","9,489","11,081",12,1870.968611,10.56944889,27,4.748218527,421,,,azure-virtual-network,administrator,intermediate,cynthist,wwlpublish
Configure network security,https://docs.microsoft.com/en-us/learn/modules/network-security/,14,"2,253","20,696",50.18%,"1,648",408,439,2,605.4963889,32.64131476,93,4.708333333,24,,,azure;azure-firewall;azure-front-door,administrator;security-engineer,intermediate,roberts,wwlpublish
Configure network security groups,https://docs.microsoft.com/en-us/learn/modules/configure-network-security-groups/,7,"22,694","189,123",91.80%,"21,604","9,895","11,516",14,1383.594444,7.337428555,21,4.860082305,486,,,azure,administrator,intermediate,cynthist,wwlpublish
Configure Network Watcher,https://docs.microsoft.com/en-us/learn/modules/configure-network-watcher/,7,"4,411","35,771",85.54%,"4,207","1,804","1,987",3,327.3719444,8.928325758,21,4.754716981,53,,,azure-network-watcher,administrator,intermediate,cynthist,wwlpublish
Configure omnichannel prerequisites in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/modules/configure-omnichannel-prerequisites/,17,285,"3,290",33.05%,237,39,31,,82.72333333,34.95352113,188,4.5,2,,,dynamics-365;dynamics-commerce,functional-consultant,intermediate,cstorega,cstorega
Configure organizational settings,https://docs.microsoft.com/en-us/learn/modules/configure-organizational-settings/,6,137,756,93.02%,86,40,42,2,3.611111111,3.18627451,29,5,3,,,azure-active-directory;m365,administrator,intermediate,tfrink,wwlpublish
Configure organizational sharing,https://docs.microsoft.com/en-us/learn/modules/configure-organizational-sharing/,8,93,846,90.24%,82,37,38,2,7.371111111,9.614492754,33,3,2,,,azure-active-directory;m365,administrator,intermediate,tfrink,wwlpublish
Configure policy templates for custom connectors in Power Automate,https://docs.microsoft.com/en-us/learn/modules/policy-templates-custom-connectors/,8,193,936,44.83%,117,26,30,,23.10638889,14.44149306,35,,,,,power-platform;power-automate,maker,intermediate,dbeasley,DaveBeasley
Configure Power Apps portals security,https://docs.microsoft.com/en-us/learn/modules/configure-security/,6,580,"2,092",23.27%,318,37,42,,53.24527778,11.01626437,43,,,,,power-platform;power-apps,maker;functional-consultant;administrator,intermediate,dbeasley,DaveBeasley
