Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels,MSAuthor,GitHubAuthor
Perform data engineering with Azure Synapse Apache Spark Pools,https://docs.microsoft.com/en-us/learn/paths/perform-data-engineering-with-azure-synapse-apache-spark-pools/,5,"2,837","44,720",22.46%,"1,772",398,423,2180,32.51815885,987,143,learn.wwl.perform-data-engineering-with-azure-synapse-apache-spark-pools,data-engineer,azure-synapse-analytics,intermediate,chtestao,wwlpublish
Azure SQL fundamentals,https://docs.microsoft.com/en-us/learn/paths/azure-sql-fundamentals/,6,"16,610","285,554",22.43%,"9,998","2,243","2,595",2180,43.94832531,"6,930",434,learn.azure-sql-fundamentals,database-administrator;administrator;solution-architect,azure;azure-sql-database,beginner,jaboes,jboeshart
Plan and implement an high availability and disaster recovery environment,https://docs.microsoft.com/en-us/learn/paths/plan-implement-high-availability-disaster-recovery-environment/,3,"1,219","10,963",22.36%,805,180,201,2180,25.71979765,"1,071",153,learn.wwl.plan-implement-ha-dr-environment,data-analyst;data-engineer;database-administrator,azure;azure-sql-database;sql-server,intermediate,kadelane,wwlpublish
AZ-104: Monitor and back up Azure resources,https://docs.microsoft.com/en-us/learn/paths/az-104-monitor-backup-resources/,9,"11,247","236,834",22.20%,"7,351","1,632","1,747",2180,34.50212353,"6,200",290,learn.az-104-monitor-backup-resources,administrator,azure;azure-virtual-machines;azure-monitor;azure-application-insights;azure-backup;azure-site-recovery,beginner,cynthist,wwlpublish
Improve business performance with AI Builder,https://docs.microsoft.com/en-us/learn/paths/improve-business-performance-ai-builder/,9,"6,552","58,052",22.03%,994,219,233,2180,13.34128256,"1,152",416,learn-bizapps.improve-business-performance-ai-builder,maker;business-user,ai-builder,beginner,robde,heyrob
Migrate SAP workloads to Azure,https://docs.microsoft.com/en-us/learn/paths/migrate-sap-workloads-to-azure/,3,103,"1,105",22.00%,50,11,12,2180,14.99724919,18,186,learn.wwl.migrate-sap-workloads-to-azure,administrator;solution-architect,azure,advanced,eric,wwlpublish
AZ-204: Implement user authentication and authorization,https://docs.microsoft.com/en-us/learn/paths/az-204-implement-authentication-authorization/,4,851,"6,940",21.98%,414,91,108,2180,17.08965922,79,85,learn.wwl.az-204-implement-authentication-authorization,developer,azure-sdks;microsoft-identity-web,intermediate,jeffko,wwlpublish
Introduction to Secure Application Delivery with Azure network security,https://docs.microsoft.com/en-us/learn/paths/secure-application-delivery/,4,"2,317","10,750",21.97%,173,38,46,2180,13.4572076,70,135,learn.secure-application-delivery,business-user,azure-front-door;azure-web-application-firewall;azure-private-link;azure-bastion,beginner,micrum,micrum
Work with the Microsoft Dynamics 365 Business Central user interface,https://docs.microsoft.com/en-us/learn/paths/work-with-user-interface-dynamics-365-business-central/,3,"1,436","17,534",21.72%,976,212,200,2180,21.84560121,"1,345",182,learn-dynamics.work-with-user-interface-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,beginner,kschimke,KevSch
Manage virtualization and containers in a hybrid environment,https://docs.microsoft.com/en-us/learn/paths/manage-virtualization-containers-hybrid-environment/,8,"1,738","17,894",21.59%,88,19,20,2180,22.63840621,28,412,learn.wwl.manage-virtualization-containers-hybrid-environment,administrator;solution-architect;technology-manager,windows-server,intermediate,tonyj,wwlpublish
Prepare to complete the Project Specialist Technical Achievement,https://docs.microsoft.com/en-us/learn/paths/project-specialist-technical-achievement/,7,"101,640","622,400",21.52%,"1,134",244,226,2180,15.84790584,"4,039",347,learn.wwl.project-specialist-technical-achievement,business-user,m365;power-apps;power-automate;power-platform,beginner,ceperezb,wwlpublish
Work with entitlements and service level agreements in Dynamics 365 Customer Service,https://docs.microsoft.com/en-us/learn/paths/work-with-entitlements-and-slas-in-microsoft-dynamics-365-for-customer-service/,2,876,"5,950",21.50%,400,86,90,2180,24.89535769,824,128,learn-bizapps.work-with-entitlements-and-slas-dyn365-customer-service,business-user;functional-consultant,dynamics-365;dynamics-customer-service,beginner,dbeasley,DaveBeasley
Manage workspaces and datasets in Power BI,https://docs.microsoft.com/en-us/learn/paths/manage-workspaces-datasets-power-bi/,3,"8,892","87,065",21.47%,"6,631","1,424","1,553",2180,26.59973759,"8,079",70,learn-bizapps.manage-workspaces-datasets-power-bi,data-analyst,power-bi,intermediate,robde,heyrob
Introduce DevOps Dojo: Create efficiencies that support your business,https://docs.microsoft.com/en-us/learn/paths/devops-dojo-white-belt-foundation/,6,"2,903","28,502",21.41%,"1,149",246,262,2180,27.44213457,"5,221",120,learn.wwl.devops-dojo-white-belt-foundation,administrator;business-analyst;business-owner;business-user;developer;devops-engineer;functional-consultant;maker;security-engineer;solution-architect;technology-manager,azure,beginner,sallybre,wwlpublish
Microsoft Dynamics 365 Fundamentals (ERP): Explore Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/paths/learn-fundamentals-microsoft-dynamics-365-commerce/,3,"3,224","39,636",21.33%,830,177,185,2180,51.48638854,387,136,learn.wwl.learn-fundamentals-microsoft-dynamics-365-commerce,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-commerce;dynamics-fraud-protection,beginner,ceabrams,wwlpublish
Run high-performance computing (HPC) applications on Azure,https://docs.microsoft.com/en-us/learn/paths/run-high-performance-computing-applications-azure/,13,"1,964","26,467",21.30%,216,46,53,2180,19.66691276,89,632,learn.azure.run-high-performance-computing-applications-azure,administrator;developer;solution-architect;student;technology-manager;functional-consultant,azure;azure-hpc-cache;azure-batch;azure-virtual-machines;azure-cyclecloud;azure-netapp-files,beginner;intermediate,nickwalk,nickwalkmsft
Architect API integration in Azure,https://docs.microsoft.com/en-us/learn/paths/architect-api-integration/,5,"11,613","107,696",21.29%,"1,945",414,438,2180,19.04934843,"6,356",224,learn.architect-api-integration,solution-architect,azure;azure-api-management,intermediate,jaboes,jboeshart
Large-Scale Data Processing with Azure Data Lake Storage Gen2,https://docs.microsoft.com/en-us/learn/paths/data-processing-with-azure-adls/,3,"9,568","79,963",21.27%,"2,097",446,478,2180,17.82818771,"4,405",110,learn.data-ai.data-processing-with-azure-adls,data-engineer,azure;azure-portal;azure-storage;azure-virtual-machines,beginner,chtestao,ctesta-oneillmsft
Work with WinAutomation,https://docs.microsoft.com/en-us/learn/paths/work-with-winautomation/,8,220,"2,828",21.15%,104,22,23,2180,14.43530303,260,303,learn-bizapps.work-with-winautomation,administrator;maker;business-user;developer;functional-consultant,power-platform;power-automate,intermediate,dbeasley,DaveBeasley
Automate processes with Robotic Process Automation and Power Automate Desktop,https://docs.microsoft.com/en-us/learn/paths/work-automation-flow/,8,"22,123","200,055",21.00%,"3,805",799,867,2180,11.35796758,514,125,learn-bizapps.work-automation-flow,maker;business-user,power-platform;power-automate,intermediate,dbeasley,DaveBeasley
Use serial and lot numbers in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/use-serial-lot-numbers/,5,203,"1,725",20.99%,81,17,17,2180,12.55845649,129,171,learn-dynamics.use-serial-lot-numbers,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Windows Server Network Infrastructure,https://docs.microsoft.com/en-us/learn/paths/windows-server-network-infrastructure/,5,"2,178","20,261",20.94%,721,151,167,2180,17.9852464,873,311,learn.wwl.windows-server-network-infrastructure,administrator;solution-architect;technology-manager,windows-server,intermediate,tonyj,wwlpublish
Manage your Microsoft 365 security services,https://docs.microsoft.com/en-us/learn/paths/manage-your-microsoft-365-security-services/,5,"1,346","16,771",20.90%,488,102,119,2180,16.93281327,289,156,learn.wwl.manage-your-microsoft-365-security-services,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,tfrink,wwlpublish
Introduction to AI for business users,https://docs.microsoft.com/en-us/learn/paths/introduction-ai-for-business-users/,7,"76,674","505,544",20.87%,"1,016",212,229,2180,21.06356566,"1,473",325,learn.wwl.introduction-ai-for-business-users,business-user,m365;power-platform,beginner,japerena,wwlpublish
Explore Azure for SAP workloads,https://docs.microsoft.com/en-us/learn/paths/explore-azure-for-sap-workloads/,5,109,"1,114",20.83%,48,10,13,2180,11.93990826,13,102,learn.wwl.explore-azure-for-sap-workloads,administrator;solution-architect,azure,advanced,eric,wwlpublish
Implement applications and external access in Azure AD,https://docs.microsoft.com/en-us/learn/paths/implement-applications-external-access-azure-ad/,3,644,"6,399",20.83%,557,116,133,2180,23.18985507,178,92,learn.wwl.implement-applications-external-access-azure-ad,administrator;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,tfrink,wwlpublish
Build the intelligent edge with Azure IoT Edge,https://docs.microsoft.com/en-us/learn/paths/build-intelligent-edge-with-azure-iot-edge/,3,"1,478","15,454",20.69%,638,132,147,2180,27.04677492,"1,830",185,learn.build-intelligent-edge-with-azure-iot-edge,developer;solution-architect,azure;azure-iot;azure-portal;azure-storage;azure-iot-hub;azure-iot-central;azure-iot-edge;azure-time-series-insights;azure-cosmos-db;azure-blob-storage;azure-event-grid;azure-resource-manager;azure-virtual-machines;azure-notebooks;azure-cloud-shell;azure-container-instances;azure-container-registry,beginner;intermediate;advanced,pacorte,AltaOhms
Reconcile bank accounts in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/reconcile-bank-accounts-dynamics-365-business-central/,3,727,"5,527",20.68%,382,79,72,2180,18.43360844,657,113,learn-dynamics.reconcile-bank-accounts-dynamics-365-business-central,business-user;functional-consultant,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Secure the Microsoft 365 Messaging environment,https://docs.microsoft.com/en-us/learn/paths/m365-messaging-secure-environment/,3,"1,236","9,591",20.66%,518,107,115,2180,15.1906014,"1,066",101,learn-m365.m365-messaging-secure-environment,administrator,m365;office-365;office-exchange-server,intermediate,teleary,AlexandraHrt
Migrate open-source databases to Azure,https://docs.microsoft.com/en-us/learn/paths/migrate-open-source-workloads/,4,"3,396","22,663",20.26%,538,109,115,2180,10.75238025,536,248,learn.wwl.migrating-open-source-workloads-to-azure,data-engineer,azure,intermediate,rcaper,wwlpublish
Assemble items in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/assemble-items-dynamics-365-business-central/,4,174,"1,412",20.21%,94,19,20,2180,21.94808429,366,146,learn-dynamics.assemble-items-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Safeguard cloud resources,https://docs.microsoft.com/en-us/learn/paths/cmu-admin-monitor-secure-recover/,3,"1,226","7,267",20.18%,109,22,23,2180,24.01470908,706,160,learn.cmu-cloud-admin.cmu-monitor-secure-recover,administrator;student,azure,beginner,chnoring,softchris
Work with Power Automate for desktop,https://docs.microsoft.com/en-us/learn/paths/pad-work/,6,"3,442","23,139",20.00%,705,141,154,2180,14.2805491,779,233,learn-bizapps.pad-work,maker;developer;functional-consultant,power-platform;power-automate,beginner,marleon,mariosleon
Set up warehouse management in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/set-up-warehouse-management/,6,300,"3,392",19.86%,141,28,28,2180,21.50672222,112,164,learn-dynamics.set-up-warehouse-management,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Create serverless applications,https://docs.microsoft.com/en-us/learn/paths/create-serverless-applications/,11,"39,639","920,521",19.60%,"22,916","4,491","4,683",2180,51.04080577,"17,040",517,learn.create-serverless-applications,developer;student,azure;azure-functions;azure-portal;azure-cosmos-db;azure-storage;azure-cloud-shell,beginner;intermediate,adsteven,adrianstevens
Manage your Microsoft 365 tenant,https://docs.microsoft.com/en-us/learn/paths/manage-your-microsoft-365-tenant/,5,"1,157","15,934",19.59%,878,172,205,2180,39.68889369,345,184,learn.wwl.manage-your-microsoft-365-tenant,administrator;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate,tfrink,wwlpublish
Microsoft Dynamics 365 Fundamentals (CRM): Explore Dynamics 365 Customer Service,https://docs.microsoft.com/en-us/learn/paths/learn-fundamentals-microsoft-dynamics-365-customer-service/,4,"7,491","88,185",19.49%,"2,365",461,482,2180,34.94459574,960,180,learn.wwl.learn-fundamentals-microsoft-dynamics-365-customer-service,business-owner;business-user;functional-consultant;student,dynamics-365;dynamics-customer-service,beginner,ceabrams,wwlpublish
Calculate and post job WIP in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/calculate-post-job-wip/,3,98,795,19.35%,62,12,14,2180,18.72363946,123,94,learn-dynamics.calculate-post-job-wip,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Prepare data for analysis,https://docs.microsoft.com/en-us/learn/paths/prepare-data-power-bi/,2,"26,218","293,120",19.25%,"17,677","3,402","3,706",2180,39.92552191,"14,642",206,learn-bizapps.data-preparation-in-power-bi,data-analyst,power-bi,intermediate,robde,heyrob
Set up Microsoft Dynamics 365 Business Central for reporting,https://docs.microsoft.com/en-us/learn/paths/setup-reporting-dynamics-365-business-central/,3,"1,179","9,213",19.20%,599,115,106,2180,22.47090755,890,174,learn-dynamics.setup-reporting-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate,kschimke,KevSch
Use warehouse management in manufacturing in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/use-warehouse-manufacturing-dyn365-supply-chain-mgmt/,3,"1,184","9,867",19.18%,219,42,25,2180,37.10838964,607,587,learn-dynamics.use-warehouse-in-manufacturing-dyn365-fo,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate,cstorega,cstorega
