Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels
Cloud administration basics,https://docs.microsoft.com/en-us/learn/paths/cmu-cloud-admin-basics/,3,"1,947","12,497",6.69%,927,62,72,1757,16.84031844,"2,873",206,learn.cmu-cloud-admin.cmu-cloud-admin-basics,administrator;student,azure,beginner
"Empower modern analytics and business intelligence data cultures with Excel, Power BI, MS Teams, and SharePoint",https://docs.microsoft.com/en-us/learn/paths/modern-analytics/,8,"5,065","28,142",6.67%,840,56,62,1757,13.00578809,181,467,learn-bizapps.modern-analytics,data-analyst;business-analyst,power-bi;power-platform,beginner
Introduction to developing with Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/introduction-develop-finance-operations/,8,"1,825","23,009",6.67%,"1,005",67,79,1757,42.5973242,"1,187",530,learn-dynamics.introduction-develop-dynamics-365-finance-operations,developer,dynamics-365;dynamics-finance-operations,beginner
Quickly find relevant data to respond to legal and regulatory obligations using Advanced eDiscovery and Advanced Audit,https://docs.microsoft.com/en-us/learn/paths/compliance-discover/,2,328,"1,224",6.67%,150,10,10,1757,12.90757114,389,187,learn-m365.compliance-discover,administrator;auditor,m365,intermediate
Architect a data platform in Azure,https://docs.microsoft.com/en-us/learn/paths/architect-data-platform/,8,"44,682","470,774",6.66%,"3,166",211,229,1757,27.21187988,"8,551",390,learn.architect-data-platform,solution-architect,azure;azure-sql-database;azure-synapse-analytics;azure-cosmos-db,intermediate
Build apps with Microsoft Graph – Associate,https://docs.microsoft.com/en-us/learn/paths/m365-msgraph-associate/,7,"3,620","24,160",6.64%,"1,205",80,91,1757,20.45090239,"1,947",461,learn-m365.msgraph-associate,developer,ms-graph;m365,intermediate
Create and use analytics reports with Power BI,https://docs.microsoft.com/en-us/learn/paths/create-use-analytics-reports-power-bi/,6,"127,078","749,574",6.63%,"26,265","1,741","1,876",1757,14.78044364,"27,257",375,learn-bizapps.create-use-analytics-reports-power-bi,business-user;functional-consultant;data-analyst,power-platform;power-bi,beginner
Microsoft 365 - Modernize your enterprise deployment with Windows devices and Microsoft 365 ProPlus,https://docs.microsoft.com/en-us/learn/paths/m365-getmodern/,9,"7,054","64,047",6.60%,"5,104",337,391,1757,22.67197335,"8,171",229,learn-m365.microsoft-365-get-modern,administrator,m365;windows;office-365,intermediate
AZ-500 part-1: Manage Identity and Access,https://docs.microsoft.com/en-us/learn/paths/manage-identity-access/,5,"4,445","60,036",6.60%,"3,999",264,297,1757,39.96004874,226,183,learn.wwl.manage-identity-access,security-engineer,azure,intermediate
Configure and work with warehouse management in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/paths/configure-work-warehouse-management-dyn365-supply-chain-mgmt/,2,"1,426","11,029",6.55%,794,52,51,1757,31.08200094,738,423,learn-dynamics.configure-work-warehouse-management-d365-finance-ops,functional-consultant;business-user,dynamics-365;dynamics-scm;dynamics-finance-operations,intermediate
Build and operate machine learning solutions with Azure Machine Learning,https://docs.microsoft.com/en-us/learn/paths/build-ai-solutions-with-azure-ml-service/,15,"7,316","119,907",6.50%,"4,983",324,269,1757,43.78454529,"8,518",647,learn.data-ai.build-ai-solutions-with-azure-ml-service,data-scientist;student,azure;azure-machine-learning;azure-portal,intermediate
Run VMware workloads on Azure VMware Solution,https://docs.microsoft.com/en-us/learn/paths/run-vmware-workloads-azure-vmware-solution/,3,741,"4,061",6.45%,465,30,32,1757,23.88405308,100,130,learn.run-vmware-workloads-azure-vmware-solution,solution-architect;administrator,azure;azure-vmware-solution,intermediate
Get started with SharePoint Syntex,https://docs.microsoft.com/en-us/learn/paths/syntex-get-started/,5,493,"2,949",6.39%,313,20,20,1757,12.65233266,124,95,learn-m365.syntex-get-started,administrator;business-user,m365,beginner
"Monitor the usage, performance, and availability of resources with Azure Monitor",https://docs.microsoft.com/en-us/learn/paths/monitor-usage-performance-availability-resources-azure-monitor/,7,"9,570","133,752",6.37%,534,34,37,1757,36.2198032,139,331,learn.monitor-usage-performance-availability-resources-azure-monitor,solution-architect;administrator,azure;azure-monitor,beginner
Cloud developer,https://docs.microsoft.com/en-us/learn/paths/cmu-developer/,20,"4,056","30,551",6.36%,330,21,28,1757,18.66940335,174,1341,learn.cmu-cloud-admin.cloud-developer,administrator;student,azure,beginner
Define an AI strategy to create business value across industries,https://docs.microsoft.com/en-us/learn/paths/ai-strategy-for-business-value/,7,"2,718","20,376",6.35%,646,41,42,1757,13.11024037,"1,483",334,learn.ai-strategy-for-business-value,functional-consultant;business-user,azure;dynamics-365;m365,intermediate
Get Started Querying with Transact-SQL,https://docs.microsoft.com/en-us/learn/paths/get-started-querying-with-transact-sql/,6,"5,291","55,929",6.34%,"3,343",212,237,1757,37.33198828,"1,630",340,learn.wwl.get-started-querying-with-transact-sql,data-analyst;data-engineer;data-scientist;database-administrator;developer;solution-architect;student;technology-manager,azure-sql-database;sql-server;azure-sql-managed-instance;azure-sqlserver-vm;azure-sql-virtual-machines,beginner
Build Azure infrastructure in a team environment by using Bicep,https://docs.microsoft.com/en-us/learn/paths/bicep-collaborate/,5,"1,154","8,917",6.27%,622,39,47,1757,24.27104275,49,189,learn.bicep-collaborate,developer;administrator;solution-architect,azure;azure-resource-manager,intermediate
Deploy and configure Windows Server IaaS Virtual Machine,https://docs.microsoft.com/en-us/learn/paths/deploy-configure-windows-server-iaas-virtual-machine/,4,656,"4,728",6.25%,304,19,23,1757,14.96669207,322,204,learn.wwl.deploy-configure-windows-server-iaas-vm,administrator;solution-architect;student;technology-manager,azure;azure-clis;azure-cloud-shell;azure-portal;azure-storage;azure-virtual-machines,intermediate
Work with accounts payable in Dynamics 365 Finance,https://docs.microsoft.com/en-us/learn/paths/work-accounts-payable-dyn365-finance/,3,915,"9,965",6.23%,594,37,42,1757,60.66187614,790,375,learn-dynamics.work-with-accounts-payable-in-dynamics-365-for-finance-and-ops,business-user;functional-consultant,dynamics-365;dynamics-finance;dynamics-finance-operations,intermediate
Introduction to Azure IoT,https://docs.microsoft.com/en-us/learn/paths/introduction-to-azure-iot/,8,"7,033","77,677",6.22%,"2,944",183,201,1757,31.0762074,"4,746",303,learn.introduction-to-azure-iot,developer;solution-architect;administrator,azure;azure-iot;azure-portal;azure-storage;azure-iot-hub;azure-iot-central;azure-iot-edge;azure-time-series-insights;azure-cosmos-db;azure-blob-storage;azure-event-grid,beginner;intermediate
Perform data science with Azure Databricks,https://docs.microsoft.com/en-us/learn/paths/perform-data-science-azure-databricks/,12,"5,215","75,460",6.20%,"1,162",72,82,1757,32.25091083,"2,053",505,learn.wwl.perform-data-science-azure-databricks,data-scientist,azure-databricks,intermediate
Use the Microsoft service adoption framework to drive adoption in your enterprise,https://docs.microsoft.com/en-us/learn/paths/m365-service-adoption/,4,"1,916","10,482",6.15%,"1,771",109,114,1757,19.6256872,"2,098",150,learn-m365.service-adoption,administrator,m365,beginner
Consume data with Power BI,https://docs.microsoft.com/en-us/learn/paths/consume-data-with-power-bi/,2,"31,534","138,320",6.14%,"19,564","1,201","1,284",1757,12.57765269,"12,270",129,learn-bizapps.get-started-using-power-bi,business-user,power-bi;power-platform,beginner
Take your first steps with C#,https://docs.microsoft.com/en-us/learn/paths/csharp-first-steps/,8,"31,460","362,589",6.13%,"18,947","1,162","1,425",1757,28.89678745,"13,417",231,learn.languages.csharp-first-steps,developer;student,dotnet,beginner
Universal Resource Scheduling in Microsoft Dynamics 365 for Field Service,https://docs.microsoft.com/en-us/learn/paths/universal-resource-scheduling/,6,708,"5,934",6.12%,376,23,25,1757,35.81895009,521,445,learn-bizapps.universal-resource-scheduling,functional-consultant,dynamics-365;dynamics-field-service,intermediate
Microsoft Endpoint Manager fundamentals,https://docs.microsoft.com/en-us/learn/paths/endpoint-manager-fundamentals/,7,"6,789","72,875",6.11%,"5,037",308,373,1757,28.76813473,"1,996",177,learn.endpoint-manager-fundamentals,administrator,mem,beginner
Build great solutions with the Microsoft Azure Well-Architected Framework,https://docs.microsoft.com/en-us/learn/paths/azure-well-architected-framework/,6,"16,285","104,918",6.11%,"4,256",260,290,1757,26.21730427,"4,420",338,learn.azure-well-architected-framework,solution-architect,azure;azure-storage;azure-sql-database;azure-cosmos-db;azure-cost-management;azure-advisor;azure-monitor;azure-cdn;azure-active-directory;azure-virtual-machines;azure-app-service;azure-resource-manager;azure-site-recovery;azure-backup;azure-expressroute,beginner
Reduce risk with Microsoft Compliance Manager,https://docs.microsoft.com/en-us/learn/paths/compmgmt/,3,586,"4,257",6.11%,262,16,17,1757,13.20853242,312,145,learn-m365.compmgmt,administrator,m365;office-365,intermediate
Develop IoT solutions with Azure IoT Central,https://docs.microsoft.com/en-us/learn/paths/develop-iot-solutions-with-azure-iot-central/,5,"1,861","19,517",6.06%,709,43,44,1757,29.43659323,"1,682",285,learn-develop-solutions-with-azure-iot-central,developer;solution-architect;administrator,azure;azure-iot;azure-iot-hub;azure-iot-central;azure-time-series-insights,beginner;intermediate
Understand data science for machine learning,https://docs.microsoft.com/en-us/learn/paths/understand-machine-learning/,9,"5,667","58,841",6.06%,"2,079",126,145,1757,44.73089818,409,445,learn.machinelearning.understanding-machine-learning,ai-engineer;data-scientist;developer;student,azure,beginner
Microsoft Power Platform Fundamentals,https://docs.microsoft.com/en-us/learn/paths/power-plat-fundamentals/,12,"106,826","1,127,004",6.05%,"33,569","2,030","2,232",1757,32.56882984,"28,538",530,learn-bizapps.wwl.power-plat-fundamentals,business-user,dynamics-365;dynamics-finance-operations;power-platform,beginner
AZ-400: Develop a Site Reliability Engineering (SRE) strategy,https://docs.microsoft.com/en-us/learn/paths/az-400-develop-sre-strategy/,8,"13,671","132,734",6.01%,"3,027",182,207,1757,25.8178736,"1,806",466,learn.az-400-develop-sre-strategy,devops-engineer;administrator;developer;solution-architect,azure;azure-monitor;azure-load-balancer;azure-virtual-machines,beginner
Describe the basic concepts of cybersecurity,https://docs.microsoft.com/en-us/learn/paths/describe-basic-concepts-of-cybersecurity/,3,"1,120","5,521",5.98%,987,59,70,1757,10.9402381,47,60,learn.wwl.describe-basic-concepts-of-cybersecurity,business-owner;business-user;student,azure;m365,beginner
Get started with Finance and Operations apps,https://docs.microsoft.com/en-us/learn/paths/get-started-finance-operations/,6,"13,406","162,439",5.97%,"5,748",343,292,1757,49.22327565,"4,991",445,learn-dynamics.get-started-with-dynamics-365-for-finance-and-operations,business-user;functional-consultant;administrator,dynamics-365;dynamics-finance-operations;dynamics-finance;dynamics-scm,beginner
Learn how Microsoft safeguards customer data,https://docs.microsoft.com/en-us/learn/paths/audit-safeguard-customer-data/,13,"2,261","12,808",5.93%,472,28,23,1757,11.25459973,712,358,learn-m365.audit-safeguard-customer-data,auditor;privacy-manager;risk-practitioner,m365,beginner
Create intelligent health bots with Azure Health Bot,https://docs.microsoft.com/en-us/learn/paths/create-bots-azure-health-bot/,9,261,"2,260",5.93%,135,8,10,1757,19.97988506,29,277,learn.create-bots-azure-health-bot,developer,vs,beginner
Automate a business process using Power Automate,https://docs.microsoft.com/en-us/learn/paths/automate-process-power-automate/,5,"34,341","190,094",5.89%,"16,254",958,736,1757,16.44729963,"10,946",284,learn-bizapps.automate-process-using-flow,business-user;functional-consultant;maker;administrator,power-platform;power-automate,beginner
Work with NoSQL data in Azure Cosmos DB,https://docs.microsoft.com/en-us/learn/paths/work-with-nosql-data-in-azure-cosmos-db/,8,"6,498","67,584",5.82%,"1,530",89,95,1757,25.76668975,"6,798",363,learn.work-with-nosql-data-in-azure-cosmos-db,developer;data-engineer,azure;azure-cosmos-db;vs-code;azure-portal;azure-clis,beginner
SQL Server upgrades,https://docs.microsoft.com/en-us/learn/paths/sql-server-2017-upgrades/,5,"1,721","7,956",5.80%,379,22,24,1757,8.520288592,"1,279",193,learn-sqlserver.sql-server-2017-upgrades,data-engineer,sql-server,intermediate
Automate administrative tasks by using PowerShell,https://docs.microsoft.com/en-us/learn/paths/powershell/,6,"21,263","186,585",5.79%,"3,385",196,238,1757,25.14993416,"1,802",177,learn.powershell,student;administrator;developer,vs-code,beginner
Architect solutions for Dynamics 365 and Microsoft Power Platform,https://docs.microsoft.com/en-us/learn/paths/become-solution-architect/,5,"3,494","22,580",5.76%,"2,292",132,153,1757,19.83057146,"3,669",237,learn-dynamics.become-solution-architect,solution-architect,dynamics-365;power-platform,advanced
Working with Dynamics 365 Sales,https://docs.microsoft.com/en-us/learn/paths/working-with-dynamics-365-sales/,8,"7,760","49,979",5.74%,"2,421",139,133,1757,23.14070447,"2,295",461,learn-dynamics.dynamics-365-for-sales,functional-consultant,dynamics-365;dynamics-sales,intermediate
Windows Server Network Infrastructure,https://docs.microsoft.com/en-us/learn/paths/windows-server-network-infrastructure/,5,"1,897","12,639",5.65%,814,46,55,1757,17.48599543,766,311,learn.wwl.windows-server-network-infrastructure,administrator;solution-architect;technology-manager,windows-server,intermediate
Get started with Microsoft Viva Insights (Workplace Analytics),https://docs.microsoft.com/en-us/learn/paths/m365-workplace-analytics-start/,4,"1,590","8,487",5.62%,961,54,65,1757,18.10107966,717,151,learn-m365.workplace-analytics-get-started,business-analyst;data-analyst;business-owner,m365;m365-workplace-analytics;power-bi,beginner
Classify space rocks by using Python and artificial intelligence,https://docs.microsoft.com/en-us/learn/paths/classify-space-rocks-artificial-intelligence-nasa/,4,617,"4,046",5.62%,445,25,26,1757,13.59481361,"1,212",116,learn.classify-space-rocks-artificial-intelligence-nasa,student;data-scientist,vs-code,beginner
Detect and respond to cyber attacks with Microsoft 365 Defender,https://docs.microsoft.com/en-us/learn/paths/defender-detect-respond/,5,947,"6,584",5.52%,725,40,44,1757,16.42784231,142,98,learn-m365.defender-detect-respond,administrator;security-operations-analyst;security-engineer,m365,beginner
Optimize query performance in SQL Server,https://docs.microsoft.com/en-us/learn/paths/optimize-query-performance-sql-server/,3,"3,298","19,196",5.51%,"2,794",154,168,1757,22.78260562,"2,882",159,learn.wwl.optimize-query-performance-sql-server,data-analyst;data-engineer;database-administrator;developer,azure-sql-database;sql-server,intermediate
