Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels
Minecraft: Education Edition: Teacher Academy,https://docs.microsoft.com/en-us/learn/paths/minecraft-teacher-academy/,11,,,,,,,4173,,2,646,learn.mec.minecraft-teacher-academy,k-12-educator;school-leader,minecraft,advanced
Model data in Power BI,https://docs.microsoft.com/en-us/learn/paths/model-power-bi/,3,"24,661","238,525",12.96%,"14,373","1,863","2,021",4173,35.36703162,"10,761",331,learn-bizapps.model-power-bi,data-analyst,power-bi,intermediate
Monitor and back up resources for Azure administrators,https://docs.microsoft.com/en-us/learn/paths/azure-administrator-monitor-backup-resources/,9,"12,696","159,080",50.96%,312,159,158,4173,32.5963138,585,435,learn.azure-admin-monitor-backup-resources,administrator,azure;azure-virtual-machines;azure-monitor;azure-application-insights;azure-backup;azure-site-recovery,beginner
Monitor and maintain Windows Server IaaS Virtual Machine,https://docs.microsoft.com/en-us/learn/paths/monitor-maintain-windows-server-iaas-virtual-machine/,5,558,"3,395",10.26%,156,16,18,4173,9.220041816,287,247,learn.wwl.monitor-maintain-windows-server-iaas-vm,administrator;solution-architect;student;technology-manager,azure;azure-cloud-shell;azure-monitor;azure-portal;azure-virtual-machines,intermediate
Monitor and optimize operational resources in SQL Server,https://docs.microsoft.com/en-us/learn/paths/monitor-optimize-operational-resources-sql-server/,5,"1,366","12,770",14.95%,843,126,134,4173,26.1534529,783,190,learn.wwl.monitor-optimize-operational-resources-sql-server,administrator,azure,intermediate
"Monitor the usage, performance, and availability of resources with Azure Monitor",https://docs.microsoft.com/en-us/learn/paths/monitor-usage-performance-availability-resources-azure-monitor/,7,"9,906","117,849",4.75%,631,30,34,4173,31.19823844,100,331,learn.monitor-usage-performance-availability-resources-azure-monitor,solution-architect;administrator,azure;azure-monitor,beginner
Operate and maintain Azure Stack HCI,https://docs.microsoft.com/en-us/learn/paths/operate-maintain-azure-stack-hci/,4,251,"1,472",7.78%,167,13,13,4173,12.72722444,54,214,learn.wwl.operate-maintain-azure-stack-hci,devops-engineer;security-engineer;solution-architect;student;technology-manager,azure,intermediate
Optimize government operations with Azure,https://docs.microsoft.com/en-us/learn/paths/optimize-government-operations/,4,188,"1,253",13.16%,76,10,11,4173,8.918705674,33,135,learn.azure.optimize-government-operations,business-user,azure;azure-stack-edge;azure-stack-hub;azure-key-vault;azure-application-gateway;azure-active-directory;azure-virtual-network;azure-expressroute;azure-storage;azure-vpn-gateway;azure-sql-database;azure-disk-encryption,beginner
Optimize query performance in SQL Server,https://docs.microsoft.com/en-us/learn/paths/optimize-query-performance-sql-server/,3,"3,209","17,334",5.89%,"2,666",157,165,4173,19.17869014,"2,605",159,learn.wwl.optimize-query-performance-sql-server,data-analyst;data-engineer;database-administrator;developer,azure-sql-database;sql-server,intermediate
Perform data engineering with Azure Synapse Apache Spark Pools,https://docs.microsoft.com/en-us/learn/paths/perform-data-engineering-with-azure-synapse-apache-spark-pools/,5,"2,819","39,570",17.28%,"1,881",325,359,4173,27.69394584,780,143,learn.wwl.perform-data-engineering-with-azure-synapse-apache-spark-pools,data-engineer,azure-synapse-analytics,intermediate
Perform data science with Azure Databricks,https://docs.microsoft.com/en-us/learn/paths/perform-data-science-azure-databricks/,12,"7,543","116,292",6.32%,"3,529",223,239,4173,28.067946,"1,920",505,learn.wwl.perform-data-science-azure-databricks,data-scientist,azure-databricks,intermediate
Pick and ship items in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/pick-ship-items-business-central/,3,87,647,22.95%,61,14,15,4173,9.227969349,57,85,learn-dynamics.pick-ship-items-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Plan a Microsoft 365 Messaging hybrid configuration and migration,https://docs.microsoft.com/en-us/learn/paths/m365-messaging-hybrid-migration/,3,"1,852","15,065",10.04%,"1,424",143,153,4173,21.30171886,964,84,learn-m365.m365-messaging-hybrid-migration,administrator,m365;office-365;office-exchange-server,intermediate
Plan and implement an high availability and disaster recovery environment,https://docs.microsoft.com/en-us/learn/paths/plan-implement-high-availability-disaster-recovery-environment/,3,"1,157","7,630",12.57%,708,89,98,4173,19.25789398,946,153,learn.wwl.plan-implement-ha-dr-environment,data-analyst;data-engineer;database-administrator,azure;azure-sql-database;sql-server,intermediate
Plan and Implement Data Platform Resources,https://docs.microsoft.com/en-us/learn/paths/plan-implement-data-platform-resources/,3,"2,337","15,683",10.17%,"1,229",125,129,4173,18.95438596,"1,325",186,learn.wwl.plan-implement-data-platform-resources,data-engineer;database-administrator,azure;azure-sql-database;sql-server,intermediate
Plan and implement identity synchronization,https://docs.microsoft.com/en-us/learn/paths/plan-implement-identity-synchronization/,5,348,"2,361",11.63%,129,15,16,4173,21.1717433,113,146,learn.wwl.plan-implement-identity-synchronization,administrator;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Plan your Windows 10 deployment strategy,https://docs.microsoft.com/en-us/learn/paths/plan-your-windows-10-deployment-strategy/,5,273,"1,538",6.90%,116,8,9,4173,10.15848596,64,161,learn.wwl.plan-your-windows-10-deployment-strategy,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Planning Azure for SAP workloads,https://docs.microsoft.com/en-us/learn/paths/plan-azure-sap-workloads/,3,724,"6,740",10.52%,561,59,62,4173,28.4468232,"1,116",206,learn-pr.wwl.planning-azure-sap-workloads,administrator,azure,advanced
Popular machine learning algorithms: Naive Bayes and PCA,https://docs.microsoft.com/en-us/learn/paths/machine-learning-popular-algorithms/,2,2,12,,,,,4173,17.025,2,139,learn.reactors.machine-learning-popular-algorithms,developer;student;data-scientist,azure;vs-code,beginner
Post job usage and sales in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/post-job-usage-sales/,3,128,990,29.17%,48,14,15,4173,10.96184896,109,133,learn-dynamics.post-job-usage-sales,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Post sales and purchase invoices in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/post-sales-purchase-invoices-dynamics-365-business-central/,5,693,"4,354",6.88%,276,19,20,4173,14.75473785,405,224,learn-dynamics.post-sales-purchase-invoices-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Power BI for Tableau users,https://docs.microsoft.com/en-us/learn/paths/power-bi-tableau/,7,"1,224","7,866",3.48%,775,27,28,4173,12.30398965,342,304,learn-bizapps.power-bi-tableau,data-analyst;business-user,power-bi,intermediate
Predict rocket launch delays with machine learning,https://docs.microsoft.com/en-us/learn/paths/machine-learning-predict-launch-delay-nasa/,3,720,"3,459",6.09%,394,24,26,4173,9.057337963,632,108,learn.student-evangelism.machine-learning-predict-launch-delay-nasa,student;data-scientist,vs-code,beginner
Prepare data for analysis,https://docs.microsoft.com/en-us/learn/paths/prepare-data-power-bi/,2,"26,692","286,833",18.34%,"18,060","3,312","3,603",4173,34.11969067,"11,930",206,learn-bizapps.data-preparation-in-power-bi,data-analyst,power-bi,intermediate
Prepare for AI engineering,https://docs.microsoft.com/en-us/learn/paths/prepare-for-ai-engineering/,1,"3,106","24,505",22.64%,"2,990",677,784,4173,17.4378461,188,31,learn.wwl.prepare-for-ai-engineering,ai-engineer;developer,azure,intermediate
Prepare for device management in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/prepare-for-device-management-microsoft-365/,5,278,"1,635",9.52%,105,10,11,4173,9.979076739,100,142,learn.wwl.prepare-for-device-management-microsoft-365,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Prepare the environment for a Microsoft Teams deployment,https://docs.microsoft.com/en-us/learn/paths/prepare-environment-for-microsoft-teams-deployment/,5,175,"3,772",24.44%,135,33,35,4173,10.63609524,62,243,learn.wwl.prepare-environment-for-microsoft-teams-deployment,administrator,m365;office-teams,intermediate
Prepare to complete the Project Specialist Technical Achievement,https://docs.microsoft.com/en-us/learn/paths/project-specialist-technical-achievement/,7,"82,417","489,510",18.51%,"1,151",213,224,4173,12.91306264,"3,905",364,learn.wwl.project-specialist-technical-achievement,business-user,m365;power-apps;power-automate;power-platform,beginner
Prepare to teach the course: Modern Excel Analyst in a day,https://docs.microsoft.com/en-us/learn/paths/modern-excel-analyst/,5,18,59,,3,,,4173,7.891666667,16,316,learn.wwl.modern-excel-analyst,business-analyst,office-excel;power-bi,intermediate
Prepare to teach: Power BI paginated reports in a day,https://docs.microsoft.com/en-us/learn/paths/power-bi-paginated-reports/,7,5,20,,2,,,4173,3.83,10,528,learn.wwl.power-bi-paginated-reports,data-analyst,power-bi;power-platform;azure-powerbi-embedded,intermediate
Prerequisites for Azure administrators,https://docs.microsoft.com/en-us/learn/paths/azure-administrator-prerequisites/,9,"68,561","792,534",29.09%,"1,602",466,465,4173,29.71742682,"2,198",392,learn.azure-admin-prerequisites,administrator,azure;azure-virtual-machines;azure-virtual-network;azure-clis;azure-active-directory;azure-container-instances;azure-container-registry;azure-storage,beginner
Process and Translate Speech with Azure Cognitive Speech Services,https://docs.microsoft.com/en-us/learn/paths/process-translate-speech-azure-cognitive-speech-services/,2,"1,758","15,737",21.91%,"1,287",282,302,4173,14.71861016,"1,335",105,learn.wwl.process-translate-speech-azure-cognitive-speech-services,ai-engineer;developer,azure;azure-cognitive-services,intermediate
Process and translate text with Azure Cognitive Services,https://docs.microsoft.com/en-us/learn/paths/process-translate-text-azure-cognitive-services/,2,"1,308","11,805",25.02%,"1,091",273,301,4173,15.98594546,72,108,learn.wwl.process-translate-text-azure-cognitive-services,ai-engineer;developer,azure-cognitive-services,intermediate
Process customer and vendor payments in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/process-customer-vendor-payments-dynamics-365-business-central/,4,970,"10,252",15.30%,562,86,81,4173,20.7483677,653,186,learn-dynamics.process-customer-vendor-payments-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Process financial periodic activities in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/process-financial-periodic-activities-dynamics-365-business-central/,4,485,"2,813",14.41%,118,17,19,4173,11.00494845,356,184,learn-dynamics.process-financial-periodic-activities-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Process VAT in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/process-vat-dynamics-365-business-central/,4,285,"1,883",10.48%,124,13,14,4173,14.64391813,302,146,learn-dynamics.vat-process-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Program with Transact-SQL,https://docs.microsoft.com/en-us/learn/paths/program-transact-sql/,4,,,,,,,4173,,4,201,learn.wwl.program-transact-sql,data-analyst;data-engineer;data-scientist;database-administrator;developer;solution-architect;student;technology-manager,azure-sql-database;azure-sql-managed-instance;azure-sql-virtual-machines;azure-sqlserver-vm;sql-server,advanced
Protect against malicious threats with Microsoft Defender for Office 365,https://docs.microsoft.com/en-us/learn/paths/defender-office-365-malicious-threats/,3,7,81,100.00%,2,2,2,4173,3.619047619,32,92,learn-m365.defender-office-365-malicious-threats,administrator;security-operations-analyst;security-engineer,m365;mdatp,beginner
Protect enterprise information with Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-information-protection/,5,"2,264","19,631",20.86%,"1,299",271,309,4173,14.05321702,"4,060",60,learn-m365.m365-information-protection,administrator;auditor,m365;office-365;m365-information-protection;m365-security-center,intermediate
Protect on-premises identities with Microsoft Defender for Identity,https://docs.microsoft.com/en-us/learn/paths/defender-identity-protect-on-premises/,3,3,62,66.67%,3,2,2,4173,21.80555556,23,50,learn-m365.m365-defender-identity-protect-on-premises,administrator;security-operations-analyst;security-engineer,m365;mdatp,beginner
Protect public sector data in Azure,https://docs.microsoft.com/en-us/learn/paths/protect-public-sector-data/,2,340,"2,495",19.48%,77,15,18,4173,2.808382353,33,41,learn.azure.protect-public-sector-data,business-user,azure;azure-blueprints;azure-iot-hub;azure-stack-hub;azure-stack-edge;azure-farmbeats;azure-active-directory;azure-key-vault;azure-security-center;azure-monitor;azure-policy;azure-firewall;azure-network-watcher;azure-ddos-protection;azure-sentinel;azure-advisor,intermediate
Provision and manage Azure Cognitive Services,https://docs.microsoft.com/en-us/learn/paths/provision-manage-azure-cognitive-services/,4,"1,783","24,884",19.96%,"1,488",297,327,4173,28.91934006,391,185,learn.wwl.provision-manage-azure-cognitive-services,ai-engineer;data-scientist;developer;solution-architect;student,azure-cognitive-services,intermediate
