*Time stamp		count-src,src-ip		count-dest,dest-ip		count-anyport-src,ip		count-anyport-dest,ip
1998-06-2409:36:49	1	"172.016.117.103"	1	"197.182.091.233"	4	"172.016.113.105"	2	"172.016.114.168"
1998-06-2410:47:39	1	"172.016.117.103"	1	"172.016.112.194"	2	"172.016.115.005"	1	"207.158.237.174"
1998-06-2411:09:09	1	"194.027.251.021"	2	"205.181.112.065"	13	"194.027.251.021"	3	"194.027.251.021"
1998-06-2417:40:16	4	"192.168.001.010"	1	"207.120.161.190"	4	"192.168.001.010"	4	"172.016.116.044"
1998-06-2415:33:29	2	"172.016.116.044"	6	"192.168.001.010"	4	"172.016.116.044"	6	"192.168.001.010"
1998-06-2416:46:09	2	"172.016.116.044"	6	"192.168.001.010"	6	"172.016.116.044"	7	"192.168.001.010"
1998-06-2417:05:55	2	"192.168.001.010"	5	"192.168.001.010"	5	"172.016.116.044"	5	"192.168.001.010"
1998-06-2414:45:05	1	"196.037.075.158"	1	"192.096.145.004"	2	"194.027.251.021"	1	"207.046.130.139"
1998-06-2414:54:37	1	"172.016.115.005"	3	"038.165.144.107"	4	"172.016.117.111"	3	"038.165.144.107"
1998-06-2414:48:22	18	"197.218.177.069"	2	"204.096.116.009"	18	"197.218.177.069"	18	"172.016.112.149"
1998-06-2411:58:11	1	"192.168.001.005"	1	"135.013.216.191"	3	"172.016.117.052"	1	"207.046.148.250"
1998-06-2413:55:54	1	"195.073.151.050"	4	"194.027.251.021"	11	"172.016.114.168"	5	"194.027.251.021"
1998-06-2413:47:48	1	"196.227.033.189"	3	"196.227.033.189"	7	"196.227.033.189"	4	"196.227.033.189"
1998-06-2410:00:29	5	"172.016.114.148"	1	"197.182.091.233"	8	"172.016.114.148"	5	"195.073.151.050"
1998-06-2410:20:58	1	"197.218.177.069"	3	"194.027.251.021"	3	"197.182.091.233"	3	"194.027.251.021"
1998-06-2410:23:56	1	"172.016.113.084"	2	"172.016.114.169"	8	"135.013.216.191"	3	"135.013.216.191"
1998-06-2419:22:44	3	"192.168.001.010"	1	"172.016.116.044"	3	"192.168.001.010"	3	"172.016.116.044"
1998-06-2416:45:05	2	"172.016.116.044"	6	"192.168.001.010"	6	"172.016.116.044"	6	"192.168.001.010"
1998-06-2417:35:11	1	"172.016.116.201"	2	"172.016.114.050"	2	"194.007.248.153"	2	"172.016.114.050"
1998-06-2500:02:44	1	"172.016.116.194"	1	"209.070.001.161"	1	"172.016.116.194"	1	"209.070.001.161"
1998-06-2414:02:09	1	"196.227.033.189"	3	"172.016.112.050"	6	"196.227.033.189"	3	"172.016.112.050"
1998-06-2414:11:19	1	"172.016.117.103"	4	"199.183.024.253"	5	"172.016.113.105"	4	"199.183.024.253"
1998-06-2415:37:12	1	"172.016.117.111"	2	"172.016.112.194"	7	"135.013.216.191"	3	"172.016.112.194"
1998-06-2410:03:26	2	"172.016.114.148"	2	"198.233.040.006"	2	"172.016.117.103"	2	"198.233.040.006"
1998-06-2411:37:40	1	"196.227.033.189"	2	"204.162.080.136"	4	"172.016.114.169"	2	"204.162.080.136"
1998-06-2412:37:04	1	"172.016.114.168"	2	"205.181.211.160"	4	"172.016.113.105"	2	"205.181.211.160"
1998-06-2409:05:56	1	"172.016.112.194"	1	"208.134.246.201"	3	"172.016.117.103"	1	"208.134.246.201"
1998-06-2409:14:11	1	"172.016.114.168"	2	"167.008.029.016"	4	"172.016.116.194"	2	"167.008.029.016"
1998-06-2409:48:03	1	"172.016.114.168"	2	"198.011.057.054"	4	"172.016.112.020"	2	"198.011.057.054"
1998-06-2417:37:05	6	"172.016.114.148"	9	"192.168.001.010"	8	"172.016.116.044"	9	"192.168.001.010"
1998-06-2419:35:52	1	"172.016.116.044"	3	"192.168.001.010"	3	"172.016.116.044"	3	"192.168.001.010"
1998-06-2417:13:40	3	"192.168.001.010"	10	"192.168.001.010"	10	"172.016.116.044"	10	"192.168.001.010"
1998-06-2414:14:13	1	"172.016.117.052"	3	"128.192.252.005"	5	"172.016.114.168"	3	"207.025.071.145"
1998-06-2415:29:48	20	"197.218.177.069"	3	"135.013.216.191"	20	"197.218.177.069"	21	"172.016.114.148"
1998-06-2415:36:08	2	"172.016.116.044"	3	"199.104.078.003"	7	"135.013.216.191"	3	"199.104.078.003"
1998-06-2413:28:08	4	"197.218.177.069"	4	"205.164.196.010"	7	"172.016.114.169"	5	"172.016.112.050"
1998-06-2413:30:02	1	"195.073.151.050"	2	"135.008.060.182"	4	"172.016.113.105"	2	"207.235.095.004"
1998-06-2413:18:51	1	"172.016.114.168"	2	"194.007.248.153"	7	"172.016.113.204"	2	"209.100.054.065"
1998-06-2413:23:06	1	"196.037.075.158"	4	"134.205.165.120"	4	"172.016.116.194"	4	"134.205.165.120"
1998-06-2413:27:04	1	"196.037.075.158"	3	"204.029.144.200"	4	"172.016.114.168"	3	"204.029.144.200"
1998-06-2413:03:26	1	"195.073.151.050"	2	"192.150.012.103"	5	"172.016.117.132"	2	"199.183.024.253"
1998-06-2412:55:26	1	"172.016.114.169"	1	"194.027.251.021"	5	"172.016.114.168"	1	"207.211.106.040"
1998-06-2412:39:59	1	"172.016.115.087"	2	"207.046.130.139"	4	"172.016.114.168"	2	"207.046.130.139"
1998-06-2412:53:12	24	"172.016.114.148"	1	"204.123.002.075"	24	"172.016.114.148"	24	"135.008.060.182"
1998-06-2411:42:29	3	"197.218.177.069"	1	"197.218.177.069"	3	"197.218.177.069"	3	"172.016.113.105"
1998-06-2411:53:05	1	"194.027.251.021"	2	"209.008.150.031"	2	"172.016.117.052"	2	"209.008.150.031"
1998-06-2412:05:56	1	"172.016.114.148"	2	"131.084.001.031"	3	"172.016.114.148"	2	"205.200.037.091"
1998-06-2411:03:35	1	"172.016.115.005"	2	"205.181.112.065"	4	"172.016.115.005"	2	"205.181.112.122"
1998-06-2411:07:33	1	"172.016.113.084"	2	"205.181.112.065"	2	"172.016.113.084"	2	"205.181.112.065"
1998-06-2411:29:21	1	"172.016.115.005"	1	"206.019.042.011"	2	"172.016.115.005"	1	"207.046.148.250"
1998-06-2408:41:23	1	"197.182.091.233"	2	"172.016.113.084"	6	"196.037.075.158"	2	"172.016.113.084"
1998-06-2409:20:17	1	"172.016.114.207"	1	"207.025.071.145"	2	"172.016.114.207"	1	"207.158.250.102"
1998-06-2409:29:20	1	"194.027.251.021"	2	"172.016.114.168"	3	"197.182.091.233"	2	"172.016.114.207"
1998-06-2417:16:35	1	"172.016.116.201"	2	"135.008.060.182"	2	"172.016.117.111"	2	"135.008.060.182"
1998-06-2420:15:59	1	"172.016.115.087"	1	"209.070.001.161"	1	"172.016.115.087"	1	"209.070.001.161"
1998-06-2416:50:49	2	"172.016.116.044"	11	"192.168.001.010"	11	"172.016.116.044"	11	"192.168.001.010"
1998-06-2416:48:52	6	"172.016.114.148"	5	"192.168.001.010"	6	"172.016.114.148"	6	"195.073.151.050"
1998-06-2418:28:08	1	"196.227.033.189"	2	"209.100.054.065"	2	"172.016.116.201"	2	"209.100.054.065"
1998-06-2415:28:44	1	"172.016.114.168"	3	"155.223.064.002"	4	"172.016.115.005"	3	"155.223.064.002"
1998-06-2415:50:29	1	"194.027.251.021"	2	"172.016.113.084"	3	"196.227.033.189"	3	"172.016.113.084"
1998-06-2416:28:08	2	"172.016.116.044"	10	"192.168.001.010"	7	"172.016.116.044"	10	"192.168.001.010"
1998-06-2412:54:22	1	"172.016.114.168"	1	"196.227.033.189"	4	"172.016.114.168"	2	"172.016.113.084"
1998-06-2412:43:46	1	"195.115.218.108"	2	"172.016.112.207"	5	"197.218.177.069"	2	"205.181.112.065"
1998-06-2411:22:02	1	"135.013.216.191"	1	"172.016.114.168"	11	"135.013.216.191"	1	"209.061.101.125"
1998-06-2416:53:27	2	"172.016.116.044"	7	"192.168.001.010"	7	"172.016.116.044"	7	"192.168.001.010"
1998-06-2416:30:02	3	"192.168.001.010"	8	"192.168.001.010"	8	"172.016.116.044"	9	"192.168.001.010"
1998-06-2415:26:07	1	"172.016.113.105"	2	"195.115.218.108"	11	"135.013.216.191"	3	"195.115.218.108"
1998-06-2414:06:57	1	"172.016.117.052"	2	"205.228.184.061"	3	"172.016.117.132"	2	"207.240.040.066"
1998-06-2412:52:28	24	"172.016.114.148"	2	"128.174.095.019"	24	"172.016.114.148"	24	"135.008.060.182"
1998-06-2418:11:40	1	"194.027.251.021"	3	"204.123.002.075"	3	"172.016.116.201"	3	"204.123.002.075"
1998-06-2411:39:36	4	"197.218.177.069"	1	"172.016.114.169"	6	"197.218.177.069"	5	"172.016.114.169"
1998-06-2409:30:32	1	"197.218.177.069"	2	"172.016.113.204"	4	"197.182.091.233"	2	"205.158.006.017"
1998-06-2416:16:54	2	"172.016.116.044"	5	"192.168.001.010"	8	"192.168.001.010"	6	"192.168.001.010"
1998-06-2410:54:04	1	"172.016.114.168"	4	"207.025.071.178"	4	"172.016.115.087"	4	"207.025.071.178"
1998-06-2410:10:52	1	"172.016.112.194"	2	"192.055.114.010"	6	"135.013.216.191"	2	"192.055.114.010"
1998-06-2413:45:05	1	"172.016.117.132"	2	"131.084.001.031"	4	"196.037.075.158"	2	"131.084.001.031"
1998-06-2412:06:47	1	"192.168.001.010"	2	"208.214.174.076"	2	"172.016.113.084"	2	"208.214.174.076"
1998-06-2420:01:17	300	"194.027.251.021"	1	"172.016.114.050"	300	"194.027.251.021"	300	"172.016.114.050"
1998-06-2411:04:12	1	"172.016.115.087"	3	"205.181.112.122"	3	"172.016.115.005"	3	"205.181.112.122"
1998-06-2412:39:19	1	"195.115.218.108"	2	"172.016.112.194"	5	"172.016.114.168"	2	"207.046.130.139"
1998-06-2409:38:20	1	"172.016.114.207"	3	"207.121.190.172"	5	"172.016.112.207"	3	"207.121.190.172"
1998-06-2414:17:34	1	"195.115.218.108"	1	"207.051.123.250"	2	"172.016.117.111"	1	"208.215.239.071"
1998-06-2416:54:07	2	"172.016.116.044"	8	"192.168.001.010"	8	"172.016.116.044"	8	"192.168.001.010"
1998-06-2415:16:09	6	"172.016.114.148"	3	"194.007.248.153"	10	"172.016.114.148"	7	"196.227.033.189"
1998-06-2414:34:32	1	"172.016.114.207"	2	"167.008.029.016"	8	"172.016.114.207"	2	"204.096.116.009"
1998-06-2412:36:02	1	"195.073.151.050"	3	"172.016.112.194"	4	"172.016.112.194"	3	"172.016.112.194"
1998-06-2415:44:51	4	"197.218.177.069"	2	"192.168.001.010"	4	"197.218.177.069"	5	"172.016.112.207"
1998-06-2410:53:24	1	"197.182.091.233"	3	"192.168.001.010"	7	"197.182.091.233"	4	"192.168.001.010"
1998-06-2413:15:26	1	"172.016.114.169"	3	"172.016.114.050"	3	"196.037.075.158"	3	"172.016.114.050"
1998-06-2418:21:38	7	"192.168.001.010"	3	"192.168.001.010"	7	"192.168.001.010"	6	"172.016.116.044"
1998-06-2413:21:36	1	"172.016.115.005"	2	"131.084.001.031"	4	"172.016.115.005"	2	"209.019.139.185"
1998-06-2418:42:55	2	"192.168.001.010"	1	"172.016.116.044"	2	"192.168.001.010"	2	"172.016.116.044"
1998-06-2409:16:09	1	"196.037.075.158"	1	"204.247.170.137"	5	"196.037.075.158"	1	"207.068.178.148"
1998-06-2409:18:39	1	"192.168.001.020"	3	"137.245.085.134"	3	"172.016.113.204"	3	"137.245.085.134"
1998-06-2422:58:08	1	"192.168.001.005"	2	"131.084.001.031"	3	"172.016.115.087"	2	"131.084.001.031"
1998-06-2501:17:18	1	"172.016.112.020"	1	"192.168.001.010"	1	"172.016.112.020"	1	"192.168.001.010"
1998-06-2415:06:07	1	"196.037.075.158"	2	"134.205.165.120"	6	"172.016.115.005"	2	"207.025.071.027"
1998-06-2414:43:50	1	"172.016.114.207"	2	"197.182.091.233"	3	"172.016.114.148"	2	"197.218.177.069"
1998-06-2501:02:44	1	"192.168.001.020"	105	"192.168.001.010"	105	"192.168.001.020"	105	"192.168.001.010"
1998-06-2416:04:42	2	"172.016.116.044"	4	"192.168.001.010"	4	"172.016.116.044"	4	"192.168.001.010"
1998-06-2413:36:34	1	"172.016.117.052"	2	"206.132.025.071"	3	"172.016.113.204"	2	"206.132.025.071"
1998-06-2412:50:18	1	"172.016.113.105"	1	"152.163.210.008"	2	"172.016.113.105"	1	"207.025.071.027"
1998-06-2417:29:49	1	"197.218.177.069"	3	"192.168.001.010"	5	"172.016.114.207"	3	"192.168.001.010"
1998-06-2417:04:06	2	"172.016.116.044"	7	"192.168.001.010"	7	"172.016.116.044"	7	"192.168.001.010"
1998-06-2416:48:22	2	"172.016.116.044"	12	"192.168.001.010"	12	"172.016.116.044"	12	"192.168.001.010"
1998-06-2411:16:11	1	"196.227.033.189"	2	"199.183.022.002"	4	"172.016.114.148"	2	"204.146.018.033"
1998-06-2411:55:47	1	"197.218.177.069"	2	"135.013.216.191"	4	"197.218.177.069"	2	"198.011.057.054"
1998-06-2414:25:56	1	"172.016.117.132"	3	"195.115.218.108"	5	"172.016.117.132"	3	"206.071.077.228"
1998-06-2416:50:38	2	"172.016.116.044"	7	"192.168.001.010"	7	"172.016.116.044"	7	"192.168.001.010"
1998-06-2416:49:21	6	"172.016.114.148"	5	"192.168.001.010"	6	"172.016.114.148"	6	"195.073.151.050"
1998-06-2416:03:37	2	"172.016.116.044"	7	"192.168.001.010"	7	"172.016.116.044"	7	"192.168.001.010"
1998-06-2416:15:47	2	"172.016.116.044"	5	"192.168.001.010"	5	"172.016.116.044"	5	"192.168.001.010"
1998-06-2417:20:24	4	"192.168.001.010"	3	"208.134.241.155"	4	"192.168.001.010"	4	"172.016.116.044"
1998-06-2412:51:55	1	"172.016.114.168"	2	"128.174.095.019"	5	"172.016.112.194"	2	"205.168.248.002"
1998-06-2413:17:22	1	"197.182.091.233"	4	"192.168.001.010"	6	"172.016.112.020"	5	"192.168.001.010"
1998-06-2415:00:05	6	"172.016.114.148"	5	"206.132.025.071"	6	"172.016.114.148"	6	"197.218.177.069"
1998-06-2412:35:40	1	"195.073.151.050"	2	"203.018.051.047"	4	"172.016.112.194"	2	"203.018.051.047"
1998-06-2411:40:59	5	"172.016.114.148"	2	"135.013.216.191"	5	"172.016.114.148"	5	"135.008.060.182"
1998-06-2410:13:44	5	"172.016.114.148"	3	"205.216.163.092"	11	"196.037.075.158"	8	"196.037.075.158"
1998-06-2408:58:47	4	"197.218.177.069"	3	"134.205.165.120"	4	"197.218.177.069"	4	"172.016.112.207"
1998-06-2419:23:34	4	"192.168.001.010"	1	"172.016.116.044"	4	"192.168.001.010"	4	"172.016.116.044"
1998-06-2420:58:08	1	"192.168.001.005"	1	"192.168.001.001"	1	"192.168.001.005"	1	"206.019.042.011"
1998-06-2418:15:57	3	"192.168.001.010"	2	"192.168.001.010"	3	"192.168.001.010"	2	"192.168.001.010"
1998-06-2413:17:52	1	"197.182.091.233"	4	"192.168.001.010"	4	"197.182.091.233"	4	"192.168.001.010"
1998-06-2409:30:35	1	"197.218.177.069"	2	"205.158.006.017"	4	"197.182.091.233"	2	"205.158.006.017"
1998-06-2416:19:53	2	"172.016.116.044"	6	"192.168.001.010"	6	"172.016.116.044"	6	"192.168.001.010"
1998-06-2408:35:53	1	"172.016.115.234"	18	"209.001.224.012"	20	"172.016.115.234"	18	"209.001.224.012"
1998-06-2415:53:23	2	"172.016.116.044"	12	"192.168.001.010"	12	"172.016.116.044"	12	"192.168.001.010"
1998-06-2415:52:19	2	"172.016.116.044"	11	"192.168.001.010"	11	"172.016.116.044"	11	"192.168.001.010"
1998-06-2415:04:09	1	"172.016.117.103"	2	"197.182.091.233"	4	"197.182.091.233"	2	"197.182.091.233"
1998-06-2414:01:46	1	"172.016.117.052"	2	"172.016.114.169"	3	"196.227.033.189"	2	"209.067.003.082"
1998-06-2414:40:40	1	"195.073.151.050"	1	"207.121.190.172"	5	"195.073.151.050"	1	"209.003.101.137"
1998-06-2408:44:45	1	"172.016.114.169"	8	"129.128.004.241"	8	"172.016.113.204"	8	"129.128.004.241"
1998-06-2423:32:49	1	"172.016.115.087"	1	"192.168.001.020"	1	"172.016.115.087"	1	"207.240.085.075"
1998-06-2417:18:22	2	"192.168.001.010"	2	"172.016.114.050"	3	"172.016.114.168"	3	"192.168.001.010"
1998-06-2413:58:51	1	"172.016.113.084"	2	"206.132.025.071"	10	"135.008.060.182"	2	"206.132.025.071"
1998-06-2413:53:50	1	"194.027.251.021"	3	"206.039.184.002"	7	"172.016.114.207"	3	"206.039.184.002"
1998-06-2413:18:11	1	"194.007.248.153"	4	"192.168.001.010"	6	"172.016.114.169"	4	"192.168.001.010"
1998-06-2409:47:02	1	"172.016.114.207"	2	"203.018.051.047"	3	"172.016.114.207"	2	"203.018.051.047"
1998-06-2414:38:47	1	"192.168.001.001"	1	"207.155.106.005"	4	"172.016.117.052"	1	"209.003.101.139"
1998-06-2413:48:11	1	"172.016.114.168"	3	"196.227.033.189"	5	"196.227.033.189"	3	"196.227.033.189"
1998-06-2411:40:24	3	"172.016.114.148"	2	"204.162.080.136"	4	"172.016.114.169"	3	"135.008.060.182"
1998-06-2416:30:08	3	"192.168.001.010"	8	"192.168.001.010"	8	"172.016.116.044"	9	"192.168.001.010"
1998-06-2409:13:27	135	"207.103.080.104"	45	"172.016.118.080"	135	"207.103.080.104"	45	"172.016.118.100"
1998-06-2418:04:06	4	"192.168.001.010"	8	"192.168.001.010"	8	"172.016.116.044"	8	"192.168.001.010"
1998-06-2412:39:33	1	"172.016.114.168"	2	"207.046.130.139"	6	"172.016.114.168"	2	"207.046.130.139"
1998-06-2411:34:34	1	"172.016.115.087"	2	"192.151.011.032"	4	"172.016.114.169"	2	"192.151.011.032"
1998-06-2413:16:08	1	"195.115.218.108"	2	"172.016.114.050"	5	"195.115.218.108"	2	"209.100.054.065"
1998-06-2416:41:54	2	"172.016.116.044"	8	"192.168.001.010"	8	"172.016.116.044"	8	"192.168.001.010"
1998-06-2418:56:27	1	"192.168.001.020"	3	"192.168.001.020"	3	"192.168.001.020"	3	"192.168.001.020"
1998-06-2412:43:36	1	"197.218.177.069"	2	"130.219.034.100"	6	"172.016.114.169"	2	"205.181.112.065"
1998-06-2417:29:05	1	"192.168.001.001"	4	"192.168.001.010"	4	"172.016.116.044"	4	"192.168.001.010"
1998-06-2413:10:51	1	"172.016.115.005"	2	"207.025.071.145"	5	"197.218.177.069"	2	"208.144.113.029"
1998-06-2412:31:15	1	"196.037.075.158"	3	"172.016.114.169"	2	"196.037.075.158"	3	"172.016.114.169"
1998-06-2415:33:50	2	"172.016.116.044"	8	"192.168.001.010"	6	"172.016.116.044"	8	"192.168.001.010"
1998-06-2416:57:03	2	"172.016.116.044"	8	"192.168.001.010"	8	"172.016.116.044"	8	"192.168.001.010"
1998-06-2408:24:00	1	"196.037.075.158"	16	"038.165.144.107"	16	"172.016.113.204"	16	"038.165.144.107"
1998-06-2414:28:53	1	"172.016.117.111"	3	"130.219.034.100"	4	"172.016.114.168"	3	"130.219.034.100"
1998-06-2412:02:33	4	"197.218.177.069"	2	"135.013.216.191"	5	"172.016.114.148"	4	"172.016.114.207"
1998-06-2415:40:53	2	"172.016.116.044"	4	"192.168.001.010"	4	"172.016.116.044"	4	"192.168.001.010"
1998-06-2409:06:24	2	"192.168.001.020"	2	"192.168.001.010"	3	"192.168.001.020"	2	"192.168.001.020"
1998-06-2417:46:20	3	"192.168.001.010"	3	"192.168.001.010"	4	"172.016.116.201"	3	"192.168.001.010"
1998-06-2412:19:59	1	"196.227.033.189"	1	"135.008.060.182"	3	"172.016.117.052"	1	"209.166.168.020"
1998-06-2417:45:27	1	"195.115.218.108"	2	"192.168.001.010"	3	"172.016.116.201"	2	"198.187.003.006"
1998-06-2408:51:33	1	"197.218.177.069"	1	"207.032.088.029"	2	"172.016.116.194"	1	"207.032.088.029"
1998-06-2410:43:00	3	"197.218.177.069"	1	"197.218.177.069"	3	"197.218.177.069"	3	"172.016.112.149"
1998-06-2418:40:08	1	"172.016.116.201"	2	"192.168.001.010"	3	"172.016.116.201"	2	"192.168.001.010"
1998-06-2411:09:11	1	"194.027.251.021"	2	"205.181.112.065"	13	"194.027.251.021"	3	"194.027.251.021"
1998-06-2413:20:52	1	"172.016.116.194"	2	"131.084.001.031"	4	"172.016.112.020"	2	"131.084.001.031"
1998-06-2410:35:02	3	"197.218.177.069"	1	"172.016.114.148"	3	"197.218.177.069"	3	"172.016.114.148"
1998-06-2418:02:50	2	"192.168.001.010"	8	"192.168.001.010"	8	"172.016.116.044"	8	"192.168.001.010"
1998-06-2421:04:53	1	"172.016.117.103"	1	"198.105.232.108"	1	"172.016.117.103"	1	"198.105.232.108"
1998-06-2415:47:21	2	"172.016.116.044"	9	"192.168.001.010"	9	"172.016.116.044"	9	"192.168.001.010"
1998-06-2415:59:22	4	"197.218.177.069"	2	"192.168.001.010"	4	"197.218.177.069"	4	"172.016.114.207"
1998-06-2415:53:46	2	"172.016.116.044"	8	"192.168.001.010"	8	"172.016.116.044"	8	"192.168.001.010"
1998-06-2500:00:27	1	"172.016.115.005"	2	"209.049.066.074"	2	"172.016.115.005"	2	"209.049.066.074"
1998-06-2411:04:03	1	"172.016.115.005"	2	"205.181.112.122"	3	"172.016.115.005"	2	"205.181.112.122"
1998-06-2416:22:55	3	"192.168.001.010"	7	"192.168.001.010"	7	"172.016.116.044"	7	"192.168.001.010"
1998-06-2423:19:16	1	"172.016.115.087"	2	"204.071.200.074"	5	"172.016.115.087"	2	"206.071.077.228"
1998-06-2415:51:00	22	"172.016.114.148"	4	"192.168.001.010"	22	"172.016.114.148"	22	"196.037.075.158"
1998-06-2409:56:59	1	"172.016.117.103"	2	"207.229.128.058"	4	"172.016.117.103"	2	"207.229.128.058"
1998-06-2423:21:41	1	"172.016.115.087"	2	"140.148.003.027"	2	"172.016.115.087"	2	"140.148.003.027"
1998-06-2417:44:57	1	"197.182.091.233"	1	"192.168.001.010"	1	"197.182.091.233"	1	"198.187.003.006"
1998-06-2416:24:45	1	"172.016.115.005"	3	"192.168.001.010"	3	"172.016.116.044"	3	"192.168.001.010"
1998-06-2416:23:41	2	"172.016.116.044"	7	"192.168.001.010"	7	"172.016.116.044"	7	"192.168.001.010"
1998-06-2414:53:30	1	"172.016.117.132"	3	"167.008.029.016"	2	"172.016.117.132"	3	"167.008.029.016"
1998-06-2413:38:07	1	"192.168.001.005"	2	"192.254.026.002"	3	"172.016.114.169"	2	"192.254.026.002"
1998-06-2418:39:12	1	"192.168.001.010"	2	"192.168.001.010"	2	"172.016.116.044"	2	"192.168.001.010"
1998-06-2410:07:47	1	"192.168.001.010"	4	"209.001.224.012"	5	"172.016.112.149"	4	"209.001.224.012"
1998-06-2423:14:17	1	"172.016.115.005"	2	"131.084.001.031"	2	"172.016.115.005"	2	"131.084.001.031"
1998-06-2417:51:08	4	"192.168.001.010"	5	"192.168.001.010"	5	"172.016.116.044"	5	"192.168.001.010"
1998-06-2414:11:48	1	"172.016.117.132"	3	"199.183.024.253"	6	"197.182.091.233"	3	"199.183.024.253"
1998-06-2409:37:11	1	"172.016.114.169"	2	"165.230.116.132"	5	"172.016.113.105"	2	"172.016.114.168"
1998-06-2411:52:27	1	"196.037.075.158"	2	"207.046.130.139"	5	"194.007.248.153"	2	"207.046.130.139"
1998-06-2412:20:50	1	"172.016.113.105"	1	"209.166.168.020"	3	"172.016.113.105"	1	"209.166.168.020"
1998-06-2416:34:51	2	"172.016.116.044"	12	"192.168.001.010"	12	"172.016.116.044"	12	"192.168.001.010"
1998-06-2416:40:28	2	"172.016.116.044"	6	"192.168.001.010"	7	"194.027.251.021"	6	"192.168.001.010"
1998-06-2413:56:28	1	"172.016.117.111"	2	"195.073.151.050"	5	"172.016.115.005"	3	"194.027.251.021"
1998-06-2415:44:24	4	"172.016.114.148"	6	"192.168.001.010"	6	"172.016.116.044"	6	"192.168.001.010"
1998-06-2412:39:38	1	"195.115.218.108"	2	"143.158.016.069"	6	"172.016.114.168"	2	"207.046.130.139"
1998-06-2417:02:21	1	"195.115.218.108"	3	"195.115.218.108"	5	"195.115.218.108"	3	"195.115.218.108"
1998-06-2414:07:08	1	"172.016.117.132"	2	"205.228.184.061"	3	"172.016.117.132"	2	"205.228.184.061"
1998-06-2412:56:58	1	"195.073.151.050"	2	"152.163.212.112"	2	"195.073.151.050"	2	"152.163.212.112"
1998-06-2410:11:32	1	"195.073.151.050"	3	"172.016.112.194"	8	"135.013.216.191"	3	"172.016.112.194"
1998-06-2414:15:50	3	"197.218.177.069"	2	"172.016.113.084"	6	"195.115.218.108"	5	"172.016.112.207"
1998-06-2414:30:05	1	"194.027.251.021"	2	"172.016.113.105"	7	"194.027.251.021"	2	"209.100.054.065"
1998-06-2415:55:29	2	"172.016.116.044"	3	"192.168.001.010"	4	"172.016.115.005"	3	"204.029.144.200"
1998-06-2414:54:50	1	"172.016.117.103"	2	"196.227.033.189"	3	"172.016.117.111"	2	"207.025.071.027"
1998-06-2416:22:19	2	"172.016.116.044"	12	"192.168.001.010"	12	"172.016.116.044"	12	"192.168.001.010"
1998-06-2415:35:10	2	"172.016.116.044"	7	"192.168.001.010"	10	"194.027.251.021"	7	"192.168.001.010"
1998-06-2421:12:58	1	"172.016.117.103"	2	"192.168.001.020"	4	"172.016.117.103"	2	"192.168.001.020"
1998-06-2413:49:15	1	"197.218.177.069"	4	"207.077.090.013"	4	"172.016.117.052"	4	"207.077.090.013"
1998-06-2416:13:46	2	"172.016.116.044"	16	"192.168.001.010"	16	"172.016.116.044"	17	"192.168.001.010"
1998-06-2413:42:55	1	"172.016.115.005"	3	"192.096.145.004"	4	"172.016.114.169"	3	"192.096.145.004"
1998-06-2410:23:24	1	"197.218.177.069"	3	"172.016.114.207"	9	"135.013.216.191"	3	"172.016.114.207"
1998-06-2410:01:05	11	"197.218.177.069"	2	"197.218.177.069"	11	"197.218.177.069"	6	"172.016.114.169"
1998-06-2417:06:03	1	"172.016.116.044"	5	"192.168.001.010"	5	"172.016.116.044"	5	"192.168.001.010"
1998-06-2415:28:33	1	"195.115.218.108"	3	"205.181.112.066"	5	"172.016.115.005"	3	"205.181.112.066"
1998-06-2411:07:31	1	"194.007.248.153"	1	"172.016.112.149"	1	"194.007.248.153"	1	"205.181.112.065"
1998-06-2423:01:19	1	"172.016.115.087"	1	"129.048.028.013"	1	"172.016.115.087"	1	"129.048.028.013"
1998-06-2412:12:49	1	"172.016.116.201"	2	"172.016.112.207"	4	"197.218.177.069"	2	"195.073.151.050"
1998-06-2414:01:34	1	"195.115.218.108"	2	"208.134.241.217"	3	"196.227.033.189"	2	"209.067.003.082"
